,step,AverageReturn
994,113376,-5769.0
995,113480,-3642.0
996,113584,-2623.0
997,113688,-1731.0
998,113792,-1541.0
999,113896,-4493.0
1000,114000,-2095.0
1001,114104,-1363.0
1002,114208,-5778.0
1003,114312,-4552.0
1004,114416,-2351.0
1005,114520,-3431.0
1006,114624,-1648.0
1007,114728,-5712.0
1008,114832,-3368.0
1009,114936,-5470.0
1010,115040,-2254.0
1011,115144,-4805.0
1012,115248,-1802.0
1013,115352,-3255.0
1014,115456,-3961.0
1015,115560,-2174.0
1016,115664,-4099.0
1017,115768,-1648.0
1018,115872,-6180.0
1019,115976,-2234.0
1020,116080,-2261.0
1021,116184,-2233.0
1022,116288,-1566.0
1023,116392,-6564.0
1024,116496,-3177.0
1025,116600,-4347.0
1026,116704,-1702.0
1027,116808,-4205.0
1028,116912,-3991.0
1029,117016,-1979.0
1030,117120,-608.0
1031,117224,-3673.0
1032,117328,-2491.0
1033,117432,-5112.0
1034,117536,-956.0
1035,117640,-3450.0
1036,117744,-1271.0
1037,117848,-3758.0
1038,117952,-695.0
1039,118056,-1535.0
1040,118160,-1657.0
1041,118264,-3887.0
1042,118368,-6192.0
1043,118472,-2192.0
1044,118576,-2093.0
1045,118680,-2004.0
1046,118784,-3869.0
1047,118888,-5895.0
1048,118992,-3932.0
1049,119096,-3553.0
1050,119200,-4476.0
1051,119304,-5766.0
1052,119408,-1578.0
1053,119512,-4531.0
1054,119616,-1922.0
1055,119720,-1972.0
1056,119824,-5556.0
1057,119928,-2832.0
1058,120032,-1910.0
1059,120136,-3529.0
1060,120240,-4934.0
1061,120344,-2769.0
1062,120448,-6703.0
1063,120552,-2609.0
1064,120656,-1586.0
1065,120760,-4743.0
1066,120864,-1394.0
1067,120968,-1763.0
1068,121072,-2751.0
1069,121176,-3559.0
1070,121280,-695.0
1071,121384,-3242.0
1072,121488,-782.0
1073,121592,-869.0
1074,121696,-8349.0
1075,121800,-2870.0
1076,121904,-1242.0
1077,122008,-3986.0
1078,122112,-1707.0
1079,122216,-2665.0
1080,122320,-4400.0
1081,122424,-5365.0
1082,122528,-4034.0
1083,122632,-2059.0
1084,122736,-5142.0
1085,122840,-3634.0
1086,122944,-2541.0
1087,123048,-2510.0
1088,123152,-1133.0
1089,123256,-2604.0
1090,123360,-2635.0
1091,123464,-4134.0
1092,123568,-3660.0
1093,123672,-2474.0
1094,123776,-3346.0
1095,123880,-5963.0
1096,123984,-2173.0
1097,124088,-5401.0
1098,124192,-3378.0
1099,124296,-2819.0
1100,124400,-3536.0
1101,124504,-2448.0
1102,124608,-1797.0
1103,124712,-4393.0
1104,124816,-1585.0
1105,124920,-3232.0
1106,125024,-1349.0
1107,125128,-608.0
1108,125232,-3311.0
1109,125336,-2384.0
1110,125440,-2449.0
1111,125544,-3272.0
1112,125648,-2727.0
1113,125752,-2444.0
1114,125856,-3024.0
